player.name,player.slug,player.shortName,player.position,player.id,playerCoordinates.x,playerCoordinates.y,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,total_time,time_interval,is_goal,mean_xG_xGOT,diff_xG_xGOT
Benjamin Šeško,benjamin-sesko,B. Šeško,F,986397,23.4,70.1,True,save,fast-break,right-foot,high-centre,0.024762874469161,58,0.0,3471,33,1929,48.9,33.5,1.6,48.4,0.0,29.9,23.4,48.4,1.6,51.1,0,51.1,66.5,0.1348,,58.0,45-59 mins,0,0.0797814372345805,-0.110037125530839
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,192144,7.3,35.400000000000006,False,save,assisted,right-foot,low-right,0.27294102311134,47,0.0,2791,44,2609,47.6,8.2,4.6,59.9,0.0,64.6,7.3,59.9,4.6,52.4,0,52.4,91.8,0.5489,,47.0,45-59 mins,0,0.41092051155567,-0.27595897688866006
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,192144,3.7,56.5,False,save,assisted,right-foot,low-centre,0.25206151604652,42,0.0,2466,4,234,48.4,2.5,2.4,45.5,0.0,43.5,3.7,45.5,2.4,51.6,0,51.6,97.5,0.7558,,42.0,30-44 mins,0,0.50393075802326,-0.50373848395348
Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,832208,8.3,54.6,False,save,assisted,head,low-left,0.074051752686501,27,0.0,1609,19,1091,52.1,12.0,1.2,48.6,0.0,45.4,8.3,48.6,1.2,47.9,0,47.9,88.0,0.0649,,27.0,15-29 mins,0,0.0694758763432505,0.009151752686500994
Jan Mlakar,jan-mlakar,J. Mlakar,M,827367,9.7,31.299999999999997,True,save,assisted,right-foot,low-right,0.1345282047987,8,0.0,425,38,2275,48.0,5.7,3.1,57.2,0.0,68.7,9.7,57.2,3.1,52.0,0,52.0,94.3,0.0782,,8.0,0-14 mins,0,0.10636410239935001,0.0563282047987
Adam Gnezda Čerin,adam-gnezda-cerin,A. G. Čerin,M,843251,24.6,42.1,True,save,assisted,right-foot,low-centre,0.04456615447998,4,0.0,202,42,2498,51.0,7.0,1.4,49.3,0.0,57.9,24.6,49.3,1.4,49.0,0,49.0,93.0,0.036,,4.0,0-14 mins,0,0.04028307723999,0.00856615447998
Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,832208,21.9,58.9,True,save,regular,left-foot,high-centre,0.035917986184359,82,0.0,4898,9,502,50.3,28.5,0.5,49.6,0.0,41.1,21.9,49.6,0.5,49.7,0,49.7,71.5,0.0425,,82.0,75-89 mins,0,0.0392089930921795,-0.006582013815641004
Harry Kane,harry-kane,H. Kane,F,108579,5.1,53.8,False,save,assisted,head,high-centre,0.20039869844913,77,0.0,4582,14,818,51.0,22.2,1.0,49.5,0.0,46.2,5.1,49.5,1.0,49.0,0,49.0,77.8,0.4867,,77.0,75-89 mins,0,0.34354934922456504,-0.28630130155087
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,795064,25.7,35.2,False,save,assisted,right-foot,high-centre,0.02630896307528,56,0.0,3346,35,2054,50.5,25.3,1.6,50.7,0.0,64.8,25.7,50.7,1.6,49.5,0,49.5,74.7,0.0393,,56.0,45-59 mins,0,0.03280448153764,-0.012991036924720003
Jude Bellingham,jude-bellingham,J. Bellingham,M,991011,5.4,50.4,False,goal,regular,head,high-left,0.23918735980988,13,0.0,731,33,1969,53.0,27.2,,,,49.6,5.4,,,47.0,0,47.0,72.8,0.925,regular,13.0,0-14 mins,1,0.58209367990494,-0.68581264019012
Ollie Watkins,ollie-watkins,O. Watkins,F,555386,8.9,34.0,False,goal,assisted,right-foot,low-left,0.10004869103432,90,1.0,5400,1,0,53.9,3.2,,,,66.0,8.9,,,46.1,0,46.1,96.8,0.6488,regular,91.0,90+ mins,1,0.37442434551716003,-0.54875130896568
Xavi Simons,xavi-simons,X. Simons,M,997183,13.9,44.4,True,save,regular,right-foot,low-centre,0.099910318851471,77,0.0,4618,14,782,50.6,18.4,0.59999999999999,50.7,0.0,55.6,13.9,50.7,0.59999999999999,49.4,0,49.4,81.6,0.0334,,77.0,75-89 mins,0,0.0666551594257355,0.066510318851471
Phil Foden,phil-foden,P. Foden,M,859765,21.3,35.2,False,save,assisted,left-foot,low-left,0.014038180932403,39,0.0,2320,7,380,53.9,1.9,1.6,50.7,0.0,64.8,21.3,50.7,1.6,46.1,0,46.1,98.1,0.4565,,39.0,30-44 mins,0,0.2352690904662015,-0.442461819067597
Harry Kane,harry-kane,H. Kane,F,108579,11.5,50.0,False,goal,penalty,right-foot,low-left,0.7884,18,0.0,1054,28,1646,54.2,1.3,,,,50.0,11.5,,,45.8,0,45.8,98.7,0.9957,penalty,18.0,15-29 mins,1,0.89205,-0.20730000000000004
Harry Kane,harry-kane,H. Kane,F,108579,29.2,53.3,False,save,assisted,right-foot,low-left,0.020409835502505,13,0.0,759,33,1941,53.8,6.3,1.4,50.0,0.0,46.7,29.2,50.0,1.4,46.2,0,46.2,93.7,0.2483,,13.0,0-14 mins,0,0.1343549177512525,-0.227890164497495
Xavi Simons,xavi-simons,X. Simons,M,997183,18.9,30.0,True,goal,regular,right-foot,high-left,0.025461031123996,7,0.0,401,39,2299,52.3,25.3,,,,70.0,18.9,,,47.7,0,47.7,74.7,0.2062,regular,7.0,0-14 mins,1,0.115830515561998,-0.180738968876004
Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,70996,19.7,61.7,False,save,assisted,right-foot,low-centre,0.028901658952236,83,0.0,4928,8,472,49.0,5.7,1.9,47.1,0.0,38.3,19.7,47.1,1.9,51.0,0,51.0,94.3,0.0418,,83.0,75-89 mins,0,0.035350829476118,-0.012898341047763998
Romelu Lukaku,romelu-lukaku,R. Lukaku,F,78893,9.5,68.9,False,save,assisted,left-foot,low-centre,0.025649623945355,71,0.0,4201,20,1199,51.3,9.5,1.1,47.3,0.0,31.1,9.5,47.3,1.1,48.7,0,48.7,90.5,0.0346,,71.0,60-74 mins,0,0.0301248119726775,-0.008950376054645
Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,859025,24.7,56.2,True,save,assisted,right-foot,low-right,0.015345189720392,49,0.0,2902,42,2498,46.3,8.9,2.0,49.8,0.0,43.8,24.7,49.8,2.0,53.7,0,53.7,91.1,0.2491,,49.0,45-59 mins,0,0.132222594860196,-0.23375481027960798
Antoine Griezmann,antoine-griezmann,A. Griezmann,F,85859,24.2,53.7,True,save,assisted,left-foot,low-centre,0.02879723906517,10,0.0,552,36,2148,51.2,1.9,2.3,49.1,0.0,46.3,24.2,49.1,2.3,48.8,0,48.8,98.1,0.0532,,10.0,0-14 mins,0,0.040998619532585,-0.024402760934829997
Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,F,293581,14.8,67.5,False,goal,assisted,right-foot,high-right,0.065478891134262,90,8.0,5839,1,461,46.3,26.6,,,,32.5,14.8,,,53.7,0,53.7,73.4,0.8182,regular,98.0,90+ mins,1,0.441839445567131,-0.7527211088657381
Luka Modrić,luka-modric,L. Modrić,M,15466,5.1,54.9,True,goal,regular,left-foot,high-left,0.41839522123337,55,0.0,3257,36,2143,53.4,26.6,,,,45.1,5.1,,,46.6,0,46.6,73.4,0.9539,regular,55.0,45-59 mins,1,0.6861476106166849,-0.53550477876663
Ante Budimir,ante-budimir,A. Budimir,F,37318,7.6,49.5,True,save,assisted,left-foot,low-centre,0.30279988050461,55,0.0,3255,36,2145,50.2,7.6,1.2,50.2,0.0,50.5,7.6,50.2,1.2,49.8,0,49.8,92.4,0.2675,,55.0,45-59 mins,0,0.285149940252305,0.03529988050460997
Luka Modrić,luka-modric,L. Modrić,M,15466,11.5,50.0,True,save,penalty,right-foot,low-right,0.7884,54,0.0,3224,37,2176,46.7,2.5,1.0,50.2,0.0,50.0,11.5,50.2,1.0,53.3,0,53.3,97.5,0.9906,,54.0,45-59 mins,0,0.8895,-0.20220000000000005
Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,555540,15.7,67.9,False,save,assisted,left-foot,low-centre,0.036832392215729,36,0.0,2122,10,578,49.4,1.9,2.5,46.7,0.0,32.1,15.7,46.7,2.5,50.6,0,50.6,98.1,0.0461,,36.0,30-44 mins,0,0.041466196107864506,-0.009267607784271
Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,826188,7.1,56.2,False,save,corner,head,high-left,0.17743653059006,27,0.0,1586,19,1114,53.0,25.9,1.1,48.6,0.0,43.8,7.1,48.6,1.1,47.0,0,47.0,74.1,0.6023,,27.0,15-29 mins,0,0.38986826529503,-0.4248634694099399
Luka Sučić,luka-sucic,L. Sučić,M,949156,25.9,36.0,True,save,assisted,left-foot,high-left,0.018671808764338,5,0.0,244,41,2456,52.6,29.1,2.0,51.1,0.0,64.0,25.9,51.1,2.0,47.4,0,47.4,70.9,0.2563,,5.0,0-14 mins,0,0.13748590438216898,-0.23762819123566198
